workerIdAnon,stimID,stimulus,pot,stimFileName,time_to_load,time_to_serve,trial_number,respTimer,Annoyed,Apprehensive,Contemptuous,Content,Devastated,Disappointed,Disgusted,Embarrassed,Excited,Furious,Grateful,Guilty,Hopeful,Impressed,Jealous,Joyful,Proud,Relieved,Surprised,Terrified
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,260.1,260_1,1598.5,260_1t.mp4,1.758,0.001,6,91.801,4,3,5,36,5,1,3,4,33,4,32,5,34,5,2,35,30,48,37,0
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,265.2,265_2,1588.0,265_2t.mp4,1.183,0.0,7,133.304,1,27,2,38,1,3,4,29,32,2,31,1,32,27,1,35,27,48,47,2
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,284.2,284_2,1116.5,284_2t.mp4,1.451,0.001,8,301.528,1,3,1,36,0,3,2,28,44,0,35,4,43,32,3,34,33,44,35,2
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,251.1,251_1,2835.5,251_1t.mp4,1.479,0.001,9,72.889,5,3,2,29,3,1,2,22,26,1,27,2,33,24,1,29,31,34,33,2
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,243.1,243_1,7726.5,243_1t.mp4,1.366,0.001,10,202.121,2,1,1,1,4,0,0,27,45,3,32,3,36,27,2,31,28,39,47,1
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,245.1,245_1,5958.0,245_1t.mp4,1.214,0.001,11,57.984,1,3,1,34,1,3,2,29,4,1,28,2,37,33,3,31,32,36,33,1
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,264.2,264_2,24145.0,264_2t.mp4,0.392,0.394,0,115.828,8,0,0,0,30,16,0,16,0,10,0,0,0,10,0,0,0,0,34,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,287.1,287_1,1030.5,287_1t.mp4,0.493,0.0,1,76.704,16,0,8,0,8,23,12,9,0,19,0,0,0,0,0,0,0,0,30,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,262.2,262_2,56488.0,262_2t.mp4,0.554,0.0,2,87.254,0,0,0,24,0,0,0,0,48,0,31,0,12,16,0,48,27,36,20,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,243.1,243_1,7726.5,243_1t.mp4,0.601,0.0,3,56.244,0,0,0,24,0,0,0,0,48,0,31,0,24,25,0,48,36,25,24,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,265.2,265_2,1588.0,265_2t.mp4,0.412,0.0,4,65.114,7,0,0,9,0,8,0,16,9,0,14,0,23,19,7,8,0,0,17,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,281.2,281_2,1803.0,281_2t.mp4,0.587,0.0,5,60.824,9,16,0,0,28,37,0,11,0,11,0,0,0,0,20,0,0,0,11,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,271.2,271_2,19025.5,271_2t.mp4,0.525,0.001,6,57.037,17,0,7,0,18,34,9,11,0,25,0,0,0,0,25,0,0,0,10,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,252.1,252_1,310.0,252_1t.mp4,0.545,0.001,7,55.98,0,12,0,7,0,0,0,0,7,0,9,0,14,31,7,11,0,22,17,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,253.2,253_2,21719.5,253_2t.mp4,0.598,0.001,8,54.833,31,16,9,0,33,33,24,13,0,23,1,0,0,0,14,0,0,0,23,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,248.1,248_1,31403.0,248_1t.mp4,0.465,0.0,9,71.284,19,8,0,0,1,11,0,10,0,9,0,0,0,32,14,0,0,0,10,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,239.1,239_1,94819.0,239_1t.mp4,0.599,0.001,10,46.52,0,0,0,20,0,0,0,0,47,0,25,0,0,23,0,47,37,22,23,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,282.2,282_2,2843.5,282_2t.mp4,1.38,0.0,11,46.771,0,0,1,30,0,0,0,0,31,0,22,0,24,33,0,25,24,23,20,0
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,248.2,248_2,31403.0,248_2t.mp4,0.847,0.849,0,68.906,0,18,20,25,4,5,1,3,27,1,24,4,22,24,2,27,3,29,30,25
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,251.1,251_1,2835.5,251_1t.mp4,0.83,0.001,1,47.847,0,23,24,48,0,0,0,0,41,0,48,0,48,41,0,48,48,24,14,0
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,247.2,247_2,3.5,247_2t.mp4,0.979,0.001,2,87.605,0,29,22,24,0,11,13,27,14,0,0,7,24,18,0,28,21,21,16,17
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,266.1,266_1,6559.0,266_1t.mp4,0.879,0.001,3,42.275,0,24,24,48,0,0,0,0,48,0,48,0,48,48,0,48,48,48,48,0
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,243.2,243_2,7726.5,243_2t.mp4,0.73,0.001,4,46.871,0,33,24,48,0,0,0,17,48,0,48,0,17,48,0,48,36,48,48,36
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,273.1,273_1,9675.0,273_1t.mp4,0.629,0.001,5,40.16,0,48,24,48,0,0,0,0,48,0,48,0,17,48,0,48,35,48,48,0
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,288.1,288_1,15744.5,288_1t.mp4,0.682,0.001,6,46.341,0,36,24,48,0,0,0,0,48,0,48,0,32,48,0,48,48,24,30,0
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,252.2,252_2,310.0,252_2t.mp4,0.833,0.001,7,41.933,35,35,23,0,29,48,31,24,0,30,0,0,13,0,35,0,0,0,0,13
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,277.2,277_2,3331.0,277_2t.mp4,0.897,0.001,8,40.277,32,33,23,0,29,48,20,28,0,16,0,13,0,0,21,0,0,0,0,29
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,256.2,256_2,2983.0,256_2t.mp4,0.951,0.001,9,47.669,14,34,24,0,48,48,27,18,0,13,0,12,15,0,0,0,0,0,0,6
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,283.1,283_1,57518.0,283_1t.mp4,0.933,0.001,10,41.464,18,48,24,0,48,48,30,33,0,13,0,18,9,1,13,0,0,0,0,18
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,279.2,279_2,269.5,279_2t.mp4,0.855,0.001,11,40.965,12,32,26,0,48,48,18,48,0,0,0,0,0,0,11,0,0,0,0,30
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,286.2,286_2,3532.5,286_2t.mp4,0.506,0.507,0,70.758,0,8,0,30,0,0,0,0,16,0,24,0,31,9,0,12,20,28,0,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,266.2,266_2,6559.0,266_2t.mp4,0.509,0.0,1,63.546,4,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,250.2,250_2,30304.5,250_2t.mp4,0.788,0.001,2,68.109,15,5,7,0,44,48,7,2,0,2,0,0,0,0,0,0,0,0,41,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,262.1,262_1,56488.0,262_1t.mp4,0.605,0.0,3,74.701,33,0,28,0,0,30,18,0,7,21,0,0,0,0,6,0,0,0,35,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,276.1,276_1,130944.0,276_1t.mp4,0.537,0.0,4,65.874,14,22,0,3,0,20,0,7,0,0,0,27,0,0,0,0,0,0,0,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,248.2,248_2,31403.0,248_2t.mp4,0.597,0.001,5,71.284,0,10,0,0,12,36,0,20,0,0,0,14,0,0,0,0,0,0,23,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,278.2,278_2,40606.0,278_2t.mp4,0.411,0.001,6,59.76,0,9,0,0,0,0,0,29,5,0,0,34,0,0,0,5,0,0,3,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,283.1,283_1,57518.0,283_1t.mp4,0.614,0.001,7,56.598,4,11,2,0,15,36,0,3,0,0,0,0,2,0,0,0,0,0,3,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,237.2,237_2,65673.5,237_2t.mp4,0.604,0.001,8,68.762,0,18,0,3,0,28,0,12,0,0,0,0,6,0,0,0,0,0,24,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,240.2,240_2,36159.0,240_2t.mp4,0.592,0.0,9,81.999,0,9,0,15,0,0,0,0,28,0,28,0,21,0,0,27,17,28,23,0
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,277.2,277_2,3331.0,277_2t.mp4,0.553,0.0,10,97.618,0,38,0,0,6,35,0,15,0,0,0,3,34,0,0,0,0,0,4,2
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,249.1,249_1,1562.5,249_1t.mp4,0.494,0.0,11,66.997,0,18,0,7,0,0,0,3,15,0,8,0,11,0,0,12,0,20,17,0
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,235.2,235_2,50221.0,235_2t.mp4,2.024,2.024,0,71.465,24,21,24,24,6,11,20,8,9,6,9,12,19,10,15,5,20,16,11,13
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,272.1,272_1,81899.0,272_1t.mp4,1.908,0.0,1,54.614,24,21,25,23,24,26,16,23,13,17,19,24,15,9,16,17,23,11,25,10
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,287.1,287_1,1030.5,287_1t.mp4,1.466,0.0,2,49.163,39,27,27,14,24,40,35,24,11,30,8,11,22,17,19,12,14,9,27,26
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,254.2,254_2,130884.0,254_2t.mp4,1.59,0.0,3,47.902,5,2,3,27,0,12,5,5,37,10,26,4,18,8,3,28,24,29,29,22
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,252.1,252_1,310.0,252_1t.mp4,1.249,0.0,4,51.212,6,5,6,25,3,8,8,17,24,6,25,21,17,26,6,27,21,25,30,10
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,235.1,235_1,50221.0,235_1t.mp4,1.499,0.001,5,49.594,15,3,18,24,1,16,12,6,23,19,15,21,9,14,6,19,27,25,23,5
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,253.1,253_1,21719.5,253_1t.mp4,1.6,0.0,6,44.326,6,10,4,28,3,3,5,8,29,8,16,9,7,13,4,22,25,26,25,3
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,276.2,276_2,130944.0,276_2t.mp4,1.226,0.0,7,49.098,19,24,23,10,23,36,15,25,22,28,10,27,17,9,12,4,10,17,25,21
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,245.1,245_1,5958.0,245_1t.mp4,1.247,0.0,8,46.341,11,2,1,29,4,7,9,9,34,11,20,3,16,21,5,31,24,28,31,7
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,286.2,286_2,3532.5,286_2t.mp4,1.256,0.0,9,47.848,4,20,5,22,2,6,2,13,23,5,8,13,25,17,1,25,24,24,22,5
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,277.1,277_1,3331.0,277_1t.mp4,1.913,0.001,10,48.916,6,0,6,27,2,1,1,4,42,5,10,11,12,24,1,34,27,27,34,0
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,286.1,286_1,3532.5,286_1t.mp4,1.71,0.0,11,45.288,1,8,20,29,0,1,1,27,27,3,15,41,13,26,2,23,37,28,24,3
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,268.1,268_1,61381.5,268_1t.mp4,0.945,0.951,0,67.304,0,0,6,42,0,0,0,0,42,0,46,0,28,35,0,33,27,48,34,0
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,282.1,282_1,2843.5,282_1t.mp4,0.684,0.001,1,80.657,0,8,18,38,8,4,7,17,35,0,20,5,11,24,0,40,23,28,16,6
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,260.1,260_1,1598.5,260_1t.mp4,1.132,0.0,2,82.95,16,28,12,28,16,14,16,12,37,16,24,15,24,18,4,27,28,25,31,17
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,270.2,270_2,5322.5,270_2t.mp4,1.088,0.0,3,44.662,12,12,14,31,12,9,14,20,31,9,32,13,25,31,2,33,31,34,26,11
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,249.1,249_1,1562.5,249_1t.mp4,1.002,0.0,4,42.709,0,4,24,37,1,3,0,0,22,0,5,0,23,24,3,28,32,23,17,0
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,241.2,241_2,80954.5,241_2t.mp4,1.449,0.0,5,72.08,0,0,17,30,1,0,0,8,32,0,28,0,17,23,11,34,27,24,15,0
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,283.1,283_1,57518.0,283_1t.mp4,1.242,0.001,6,47.375,25,36,23,0,37,42,14,31,12,21,0,0,16,14,20,15,0,13,26,0
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,257.2,257_2,30.0,257_2t.mp4,0.877,0.0,7,47.802,6,0,18,31,0,0,0,0,30,0,24,0,26,20,0,31,31,27,20,0
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,266.2,266_2,6559.0,266_2t.mp4,0.93,0.001,8,48.344,27,28,17,24,32,28,19,31,23,20,0,8,26,17,7,24,17,17,26,8
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,281.1,281_1,1803.0,281_1t.mp4,1.04,0.001,9,53.279,20,33,15,16,14,10,8,12,11,12,17,34,15,9,12,24,16,19,16,30
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,244.1,244_1,139.0,244_1t.mp4,0.796,0.001,10,57.267,19,27,18,21,16,20,17,22,23,9,22,27,22,17,15,29,13,24,24,14
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,243.2,243_2,7726.5,243_2t.mp4,0.899,0.001,11,39.22,0,11,13,25,7,6,0,3,31,0,34,10,28,19,3,32,28,31,24,1
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,239.1,239_1,94819.0,239_1t.mp4,1.456,1.458,0,87.114,0,48,0,0,0,0,0,1,48,0,47,0,47,0,0,48,0,48,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,241.2,241_2,80954.5,241_2t.mp4,1.377,0.001,1,56.301,0,0,0,0,0,0,0,0,48,0,48,0,0,0,0,48,0,0,47,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,286.2,286_2,3532.5,286_2t.mp4,0.965,0.001,2,54.566,0,24,0,0,0,0,0,0,48,0,0,0,29,0,0,48,0,48,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,250.1,250_1,30304.5,250_1t.mp4,1.378,0.001,3,56.601,0,48,0,0,0,0,0,0,48,0,48,0,23,0,0,48,0,48,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,279.1,279_1,269.5,279_1t.mp4,1.435,0.001,4,69.497,0,0,0,0,0,0,0,0,24,0,48,0,24,0,0,24,0,48,24,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,269.2,269_2,2318.0,269_2t.mp4,1.496,0.001,5,55.193,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,254.2,254_2,130884.0,254_2t.mp4,1.297,0.001,6,56.913,0,0,0,0,0,0,0,0,48,0,48,0,0,0,0,48,0,47,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,245.1,245_1,5958.0,245_1t.mp4,0.919,0.0,7,64.11,0,0,0,0,0,0,0,0,48,0,48,0,48,0,0,48,48,48,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,270.2,270_2,5322.5,270_2t.mp4,1.14,0.001,8,61.411,0,48,0,0,0,0,0,1,48,0,24,0,48,0,0,48,0,47,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,260.1,260_1,1598.5,260_1t.mp4,1.335,0.001,9,52.503,0,0,0,0,0,0,0,0,48,0,0,0,48,0,0,48,0,48,48,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,283.1,283_1,57518.0,283_1t.mp4,1.314,0.0,10,57.889,0,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,277.1,277_1,3331.0,277_1t.mp4,1.171,0.001,11,53.286,0,0,0,0,0,0,0,0,48,0,0,0,48,0,0,48,0,0,48,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,264.1,264_1,24145.0,264_1t.mp4,2.284,2.289,0,81.207,0,8,0,37,0,0,0,0,28,0,38,0,24,28,0,30,17,24,24,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,235.2,235_2,50221.0,235_2t.mp4,3.028,0.003,1,59.502,26,32,34,0,22,32,23,5,0,27,0,25,0,5,30,4,3,0,28,3
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,251.2,251_2,2835.5,251_2t.mp4,2.717,0.003,2,53.423,33,27,35,0,31,48,28,25,0,29,0,12,0,0,25,0,0,0,34,2
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,249.1,249_1,1562.5,249_1t.mp4,2.306,0.001,3,50.971,0,0,0,48,0,0,0,0,48,0,48,0,34,39,0,48,36,48,31,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,284.1,284_1,1116.5,284_1t.mp4,2.539,0.003,4,60.169,0,28,0,27,20,27,0,26,18,0,27,33,0,12,0,30,24,27,28,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,285.1,285_1,2300.5,285_1t.mp4,2.079,0.003,5,64.858,9,12,25,21,26,31,12,16,0,7,17,34,2,0,32,4,0,3,17,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,241.2,241_2,80954.5,241_2t.mp4,3.409,0.002,6,43.94,0,0,0,48,0,0,0,0,48,0,48,29,46,48,0,48,48,48,36,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,244.1,244_1,139.0,244_1t.mp4,1.903,0.001,7,61.976,27,6,14,21,2,5,4,8,33,0,21,40,20,24,8,31,20,27,0,4
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,257.1,257_1,30.0,257_1t.mp4,2.599,0.019,8,50.772,0,0,26,40,0,0,0,0,40,0,40,48,36,30,0,40,39,41,21,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,272.1,272_1,81899.0,272_1t.mp4,2.724,0.001,9,53.614,41,5,36,0,42,48,17,0,0,27,0,0,0,0,40,3,3,0,35,0
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,283.2,283_2,57518.0,283_2t.mp4,2.077,0.002,10,48.024,41,20,27,0,48,48,16,0,0,0,0,0,0,0,26,0,0,0,30,9
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,268.2,268_2,61381.5,268_2t.mp4,3.04,0.0,11,47.932,0,6,0,48,0,0,0,0,39,0,48,0,39,39,0,40,39,48,35,0
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,237.2,237_2,65673.5,237_2t.mp4,1.073,1.074,0,47.281,47,48,47,14,45,36,43,36,8,40,2,17,5,17,26,11,20,8,33,35
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,237.1,237_1,65673.5,237_1t.mp4,1.185,0.0,1,38.706,48,43,44,5,48,48,48,43,21,34,0,10,7,26,29,11,6,0,26,16
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,242.2,242_2,1283.5,242_2t.mp4,1.498,0.001,2,42.11,16,18,35,28,2,11,8,23,33,2,16,40,20,28,8,28,24,34,25,24
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,270.1,270_1,5322.5,270_1t.mp4,1.1,0.001,3,37.201,41,29,40,18,30,32,36,35,27,23,15,6,9,22,40,18,13,13,31,17
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,269.1,269_1,2318.0,269_1t.mp4,1.182,0.001,4,38.576,9,11,18,34,8,14,0,14,39,3,28,41,33,23,13,21,48,27,16,11
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,256.1,256_1,2983.0,256_1t.mp4,1.218,0.0,5,36.347,32,45,28,11,40,48,37,30,18,29,6,7,0,15,34,6,4,13,37,17
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,287.2,287_2,1030.5,287_2t.mp4,1.148,0.0,6,36.326,10,9,2,27,5,14,2,25,22,0,25,38,33,12,4,32,32,33,19,12
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,272.2,272_2,81899.0,272_2t.mp4,1.444,0.001,7,300.648,37,38,41,14,48,43,30,44,18,34,0,27,0,14,30,5,13,10,14,22
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,288.2,288_2,15744.5,288_2t.mp4,1.505,0.001,8,53.033,41,39,32,15,43,48,38,48,24,33,1,11,8,20,48,12,6,23,34,23
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,253.1,253_1,21719.5,253_1t.mp4,1.169,0.0,9,37.689,8,28,1,36,1,9,0,20,43,13,30,42,38,21,5,33,44,25,29,34
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,289.1,289_1,822.5,289_1t.mp4,1.225,0.0,10,36.014,9,16,15,36,1,9,4,3,33,7,32,38,25,24,12,36,48,32,33,20
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,262.1,262_1,56488.0,262_1t.mp4,3.702,0.001,11,52.95,8,31,7,42,3,8,5,22,36,11,24,46,36,5,9,32,40,48,15,17
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,285.2,285_2,2300.5,285_2t.mp4,5.923,5.924,0,85.254,5,28,5,20,4,3,8,3,30,4,28,5,28,29,4,31,22,29,25,27
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,256.1,256_1,2983.0,256_1t.mp4,6.91,0.0,1,58.755,25,33,23,11,26,26,17,9,16,17,9,15,23,7,24,7,8,4,7,33
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,284.2,284_2,1116.5,284_2t.mp4,8.125,0.001,2,47.389,5,27,2,24,2,3,5,2,28,3,25,2,24,25,4,28,17,31,27,26
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,242.1,242_1,1283.5,242_1t.mp4,5.832,0.002,3,55.156,11,27,8,9,17,21,10,7,19,2,24,10,24,20,13,24,3,14,26,27
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,242.2,242_2,1283.5,242_2t.mp4,6.759,0.0,4,45.562,3,29,4,7,4,4,5,4,29,4,26,4,25,24,4,26,16,24,36,30
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,283.2,283_2,57518.0,283_2t.mp4,7.017,0.0,5,48.204,31,30,23,4,35,33,28,4,8,24,2,6,14,0,23,2,5,2,15,32
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,277.2,277_2,3331.0,277_2t.mp4,9.515,0.001,6,48.311,24,37,16,3,27,26,24,9,11,19,5,8,24,4,27,4,4,2,24,36
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,265.2,265_2,1588.0,265_2t.mp4,12.009,0.001,7,55.127,6,26,4,16,5,5,3,4,26,4,28,10,24,30,6,31,19,35,29,26
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,249.2,249_2,1562.5,249_2t.mp4,10.006,0.001,8,212.175,6,32,4,8,5,4,3,10,24,5,28,9,29,26,2,28,23,29,31,29
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,263.2,263_2,28802.0,263_2t.mp4,4.272,0.0,9,47.022,28,31,27,4,34,32,25,8,9,28,2,10,24,3,27,3,4,2,26,28
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,240.2,240_2,36159.0,240_2t.mp4,5.738,0.001,10,44.172,3,27,2,19,4,3,2,3,33,4,27,1,26,29,3,33,24,31,35,28
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,276.1,276_1,130944.0,276_1t.mp4,4.519,0.003,11,46.857,28,30,22,7,38,38,19,5,2,28,2,4,24,2,25,2,5,4,16,29
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,289.1,289_1,822.5,289_1t.mp4,3.683,3.686,0,58.359,0,28,24,28,0,2,0,3,25,0,25,0,27,26,1,31,16,25,19,0
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,237.1,237_1,65673.5,237_1t.mp4,3.021,0.001,1,44.621,46,17,19,16,31,48,37,28,1,32,0,0,1,0,33,1,0,3,26,7
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,288.2,288_2,15744.5,288_2t.mp4,2.966,0.001,2,42.487,0,20,29,30,1,0,0,1,48,0,31,15,32,47,1,47,1,31,15,0
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,253.1,253_1,21719.5,253_1t.mp4,2.322,0.002,3,40.513,0,27,28,30,2,0,2,5,27,2,29,0,28,30,9,30,20,29,19,0
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,256.1,256_1,2983.0,256_1t.mp4,2.24,0.001,4,43.414,34,22,19,23,15,33,23,29,12,19,16,1,21,1,30,11,11,10,29,14
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,272.2,272_2,81899.0,272_2t.mp4,3.01,0.001,5,40.262,48,19,19,19,30,48,22,32,2,18,1,2,14,4,22,1,2,10,25,13
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,271.2,271_2,19025.5,271_2t.mp4,2.9,0.001,6,38.903,31,20,17,13,12,36,22,34,0,12,0,1,17,1,26,2,0,10,19,9
